location,style,claim_text,numeric_tokens,risk_tags,evidence_grade,decision,replacement
table:19:row:2,Table Row, | 业态分布图表渲染 | 0.8秒 | <2秒 | 达标,0.8;2,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:19:row:3,Table Row,数据查询 | 单条件查询响应 | 1.8秒 | <3秒 | 达标,1.8;3,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:19:row:4,Table Row, | 多条件组合查询 | 4.2秒 | <8秒 | 达标,4.2;8,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:19:row:5,Table Row,并发性能 | 同时在线用户数 | 50人 | >30人 | 达标,50;30,performance,D,remove,当前材料未提供可复核的压力测试原始记录，因此不报告平台性能数值。
table:19:row:6,Table Row, | 并发查询成功率 | 99.2% | >95% | 达标,99.2%;95%,performance,D,remove,当前材料未提供可复核的压力测试原始记录，因此不报告平台性能数值。
table:19:row:7,Table Row,数据处理 | 全样本数据导入 | 15分钟 | <30分钟 | 达标,15;30,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:19:row:8,Table Row, | 报表生成速度 | 8秒/份 | <30秒/份 | 达标,8;30,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:19:row:9,Table Row,用户体验 | 用户满意度评分 | 4.6/5.0 | >4.0/5.0 | 达标,4.6;5.0;4.0;5.0,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:20:row:2,Table Row,测算层 | 多维度比重模型 | 四维加权（W1-W4） | 体育占比(0-1)+置信度 | 新增连续量化能力,0;1,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:21:row:1,Table Row,"人工核查企业数 | 5,000家/年 | 951家/年 | ↓81%","5,000;951;81%",,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:21:row:2,Table Row,平均响应周期 | 5-7个工作日 | 1-2个工作日 | ↓约70%,5;7;1;2;70%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:21:row:3,Table Row,统计口径偏差率 | 约15-20% | 约3-5% | ↓约75%,15;20%;3;5%;75%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:21:row:4,Table Row,全样本普查覆盖 | 抽样调查（约10%） | 全量覆盖（100%） | 提升10倍,10%;100%;10,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:21:row:5,Table Row,数据更新频率 | 年度/半年度 | 月度/实时 | 提升6-12倍,6;12,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:21:row:6,Table Row,新兴业态识别率 | 不足20% | 超过90% | ↑约350%,20%;90%;350%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:21:row:7,Table Row,政策落地时效性 | 3-6个月 | 1-2个月 | 提升约60%,3;6;1;2;60%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:22:row:1,Table Row,近期启动 | 0-6个月 | 发布NLP技术指南，建立跨界名录，电竞/传媒临时分类 | 统计局+体育局,0;6,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:22:row:2,Table Row,短期推进 | 6-12个月 | 名录库系统上线，第二梯队城市调研，平台需求分析 | 市场监管局+体育局,6;12,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:22:row:3,Table Row,中期建设 | 12-24个月 | 大数据平台上线，模型年度校准，空间均衡政策评估 | 大数据局+体育局,12;24,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
table:22:row:4,Table Row,远期完善 | 24-36个月 | 行业代码修订提案，推广至其他新兴产业，形成地方标准 | 国家标准委+统计局,24;36,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
